From Artist,To Artist,Weight
BrxkenBxy,Rarin,25.0
BrxkenBxy,PmBata,25.0
BrxkenBxy,Bri-C,55.0
BrxkenBxy,Brandon ThaKidd,49.5
BrxkenBxy,Badda TD,25.0
BrxkenBxy,AJ Gravity,25.0
BrxkenBxy,Elevating Sounds,25.0
Budapest Festival Orchestra,Bavarian Radio Symphony Orchestra,53.0
Budapest Festival Orchestra,San Francisco Symphony,52.0
Budapest Festival Orchestra,New York Philharmonic,54.5
Budapest Festival Orchestra,Czech Philharmonic Orchestra,50.0
Budapest Festival Orchestra,Chicago Symphony Orchestra,53.0
Budapest Festival Orchestra,Takács Quartet,41.0
Budapest Festival Orchestra,Royal Concertgebouw Orchestra,54.5
Budapest Festival Orchestra,Beaux Arts Trio,42.5
Budapest Festival Orchestra,Staatskapelle Dresden,51.0
Budapest Festival Orchestra,Philharmonia Orchestra,55.5
Budapest Festival Orchestra,Seiji Ozawa,24.0
Budapest Festival Orchestra,Emerson String Quartet,48.0
Budapest Festival Orchestra,Detroit Symphony Orchestra,44.5
Budapest Festival Orchestra,David Zinman,51.5
Budapest Festival Orchestra,Mstislav Rostropovich,51.5
Budapest Festival Orchestra,George Szell,49.0
Budapest Festival Orchestra,Boston Symphony Orchestra,54.5
Budapest Festival Orchestra,Gil Shaham,24.0
Budapest Festival Orchestra,Katia Labèque,24.0
Budapest Festival Orchestra,Gewandhausorchester Leipzig,52.0
Butthole Surfers,Meat Puppets,56.0
Butthole Surfers,Flipper,27.5
Butthole Surfers,Big Black,27.5
Butthole Surfers,The Jesus Lizard,27.5
Butthole Surfers,Scratch Acid,27.5
Butthole Surfers,Wipers,27.5
Butthole Surfers,Mudhoney,53.5
Butthole Surfers,Shellac,27.5
Butthole Surfers,Minutemen,27.5
Butthole Surfers,Hüsker Dü,27.5
Butthole Surfers,Melvins,57.0
Butthole Surfers,Mission Of Burma,27.5
Butthole Surfers,fIREHOSE,27.5
Butthole Surfers,Ween,59.5
Butthole Surfers,The Dead Milkmen,27.5
Butthole Surfers,Jello Biafra,27.5
Butthole Surfers,Tad,27.5
Butthole Surfers,King Missile,27.5
Butthole Surfers,Cows,27.5
Butthole Surfers,Fugazi,27.5
C & C Music Factory,Technotronic,28.5
C & C Music Factory,Black Box,59.0
C & C Music Factory,CeCe Peniston,58.0
C & C Music Factory,MC Hammer,60.0
C & C Music Factory,Crystal Waters,63.0
C & C Music Factory,Real McCoy,28.5
C & C Music Factory,Cathy Dennis,52.5
C & C Music Factory,Reel 2 Real,28.5
C & C Music Factory,K7,28.5
C & C Music Factory,2 Unlimited,28.5
C & C Music Factory,Quad City DJ's,28.5
C & C Music Factory,Robin S,28.5
C & C Music Factory,Deee-Lite,28.5
C & C Music Factory,Culture Beat,28.5
C & C Music Factory,SNAP!,28.5
C & C Music Factory,The Outhere Brothers,28.5
C & C Music Factory,Whigfield,28.5
C & C Music Factory,Marky Mark And The Funky Bunch,28.5
C & C Music Factory,Corona,28.5
C & C Music Factory,Vanilla Ice,59.5
C-CLOWN,Violent J,33.5
C-CLOWN,Twiztid,33.5
C-CLOWN,Blaze Ya Dead Homie,33.5
C-CLOWN,Dark Lotus,33.5
C-CLOWN,Boondox,33.5
C-CLOWN,ABK,33.5
C-CLOWN,DJ Clay,33.5
C-CLOWN,Axe Murder Boyz,33.5
C-CLOWN,Shaggy 2 Dope,33.5
C-CLOWN,Jamie Madrox,33.5
C-CLOWN,Kottonmouth Kings,33.5
C-CLOWN,Prozak,33.5
C-CLOWN,Zug Izland,33.5
C-CLOWN,Potluck,33.5
C-CLOWN,Jumpsteady,33.5
C-CLOWN,Big B,33.5
C-CLOWN,Krizz Kaliko,33.5
C-CLOWN,2 Dope,33.5
C-CLOWN,Grave Plott,33.5
C-CLOWN,Project Deadman,33.5
CAKE,The Presidents Of The United States Of America,64.0
CAKE,Marcy Playground,65.0
CAKE,Everclear,65.5
CAKE,Soul Coughing,57.5
CAKE,They Might Be Giants,64.0
CAKE,Violent Femmes,65.0
CAKE,Ben Folds Five,59.5
CAKE,Toadies,61.0
CAKE,Weezer,72.5
CAKE,OK Go,64.0
CAKE,Spin Doctors,65.5
CAKE,Harvey Danger,61.0
CAKE,Sugar Ray,65.0
CAKE,311,66.0
CAKE,Fastball,60.0
CAKE,Better Than Ezra,61.5
CAKE,Primus,64.5
CAKE,Beck,76.0
CAKE,Eve 6,63.0
CAKE,Ween,64.5
CHASE WRIGHT,SixForty1,28.0
CHASE WRIGHT,Alana Springsteen,54.5
CHASE WRIGHT,Adam Doleac,28.0
CHASE WRIGHT,Austin Burke,57.0
CHASE WRIGHT,Mitch Rossell,60.0
CHASE WRIGHT,Filmore,28.0
CHASE WRIGHT,Sam Grow,28.0
CHASE WRIGHT,Tyler Braden,28.0
CHASE WRIGHT,Sophia Scott,58.0
CHASE WRIGHT,Sammy Arriaga,54.5
CHASE WRIGHT,Ryan Griffin,55.0
CHASE WRIGHT,Conner Smith,28.0
CHASE WRIGHT,Smithfield,53.0
CHASE WRIGHT,Ashley Cooke,60.5
CHASE WRIGHT,Matt Stell,59.5
CHASE WRIGHT,Tyler Rich,28.0
CHASE WRIGHT,Lily Rose,57.0
CHASE WRIGHT,Adam Sanders,28.0
CHASE WRIGHT,Drew Green,28.0
CHASE WRIGHT,Levi Hummon,28.0
CHEN,Maldy,41.0
CHEN,Anonimus,41.0
CHEN,Los Legendarios,41.0
CHEN,Rafa Pabön,41.0
CHEN,Clandestino & Yailemm,41.0
CHEN,Cauty,41.0
CHEN,Pacho El Antifeka,41.0
CHEN,Jory Boy,41.0
CHEN,Dayme y El High,41.0
CHEN,Brray,41.0
CHEN,Pusho,41.0
CHEN,Casper Magico,41.0
CHEN,Marvel Boy,41.0
CHEN,Eix,41.0
CHEN,Sammy & Falsetto,41.0
CHEN,DJ Luian,41.0
CHEN,Juanka,41.0
CHEN,DJ Nelson,41.0
CHEN,Dímelo Flow,41.0
CHEN,KEVVO,41.0
CL,TEMPOREX,40.0
CL,No Vacation,40.0
CL,Still Woozy,40.0
CL,Gus Dapperton,40.0
CL,Her's,40.0
CL,Jakob,40.0
CL,Banes World,40.0
CL,The Marías,40.0
CL,beabadoobee,40.0
CL,Cuco,40.0
CL,boy pablo,40.0
CL,SALES,40.0
CL,awfultune,40.0
CL,Vansire,40.0
CL,Current Joys,40.0
CL,"Dream, Ivory",40.0
CL,Christian Leave,40.0
CL,TV Girl,40.0
CL,mxmtoon,40.0
CL,Loving,40.0
CNBLUE,MBLAQ,50.5
CNBLUE,B1A4,53.0
CNBLUE,TEEN TOP,52.0
CNBLUE,FTISLAND,54.0
CNBLUE,2PM,58.0
CNBLUE,U-KISS,51.0
CNBLUE,Beast,62.5
CNBLUE,SS501,55.0
CNBLUE,SUPER JUNIOR,60.5
CNBLUE,f(x),56.0
CNBLUE,G.NA,49.5
CNBLUE,BTOB,60.5
CNBLUE,2NE1,58.0
CNBLUE,GD&TOP,51.0
CNBLUE,G-DRAGON,60.0
CNBLUE,SEUNGRI,57.0
CNBLUE,SHINee,62.0
CNBLUE,miss A,52.5
CNBLUE,SUPER JUNIOR-K.R.Y.,50.0
CNBLUE,Jung Yong Hwa,51.5
CODE KUNST,YUMDDA,24.5
CODE KUNST,The Quiett,53.0
CODE KUNST,GroovyRoom,24.5
CODE KUNST,Gaeko,55.5
CODE KUNST,nafla,52.0
CODE KUNST,punchnello,24.5
CODE KUNST,Woo,24.5
CODE KUNST,YANGHONGWON,24.5
CODE KUNST,Kid Milli,53.5
CODE KUNST,Coogie,55.0
CODE KUNST,Way Ched,24.5
CODE KUNST,WOOGIE,49.0
CODE KUNST,Leellamarz,24.5
CODE KUNST,GIRIBOY,24.5
CODE KUNST,JUSTHIS,24.5
CODE KUNST,Swings,49.5
CODE KUNST,Loopy,52.5
CODE KUNST,lIlBOI,24.5
CODE KUNST,C JAMM,24.5
CODE KUNST,Dynamicduo,50.0
CROSS GENE,100%,16.0
CROSS GENE,BLACK6IX,16.0
CROSS GENE,BIGFLO,48.5
CROSS GENE,TRCNG,16.0
CROSS GENE,IN2IT,32.5
CROSS GENE,IMFACT,35.0
CROSS GENE,MADTOWN,30.5
CROSS GENE,UP10TION,38.5
CROSS GENE,BOYFRIEND,38.0
CROSS GENE,SNUPER,31.0
CROSS GENE,HotShot,34.0
CROSS GENE,AlphaBAT,27.0
CROSS GENE,HISTORY,45.0
CROSS GENE,Seven O'Clock,16.0
CROSS GENE,MYTEEN,16.0
CROSS GENE,KNK,40.0
CROSS GENE,Boys Republic,32.5
CROSS GENE,VIXX LR,35.5
CROSS GENE,MAP6,16.0
CROSS GENE,B.A.P,43.5
CRUCiAL STAR,The Quiett,49.5
CRUCiAL STAR,Junggigo,53.5
CRUCiAL STAR,Beenzino,56.0
CRUCiAL STAR,Mad Clown,50.5
CRUCiAL STAR,Verbal Jint,49.5
CRUCiAL STAR,Yankie,46.5
CRUCiAL STAR,Dok2,48.5
CRUCiAL STAR,B-Free,51.0
CRUCiAL STAR,Zion.T,57.0
CRUCiAL STAR,Basick,47.5
CRUCiAL STAR,Eluphant,23.0
CRUCiAL STAR,Loptimist,23.0
CRUCiAL STAR,Minos In Nuol,23.0
CRUCiAL STAR,Gaeko,53.0
CRUCiAL STAR,Dynamicduo,47.5
CRUCiAL STAR,Andup,23.0
CRUCiAL STAR,Jerry.K,23.0
CRUCiAL STAR,Okasian,43.5
CRUCiAL STAR,Soul Company,23.0
CRUCiAL STAR,Reddy,49.0
Cali Swag District,GS Boyz,43.0
Cali Swag District,New Boyz,26.0
Cali Swag District,Travis Porter,58.0
Cali Swag District,Rej3ctz,26.0
Cali Swag District,V.I.C.,26.0
Cali Swag District,Hurricane Chris,51.0
Cali Swag District,Soulja Boy,63.0
Cali Swag District,Unk,60.0
Cali Swag District,Roscoe Dash,26.0
Cali Swag District,Huey,60.0
Cali Swag District,Dorrough Music,26.0
Cali Swag District,MiMS,53.5
Cali Swag District,The Ranger$,26.0
Cali Swag District,Dem Franchize Boyz,53.0
Cali Swag District,J-Kwon,26.0
Cali Swag District,Young Money,26.0
Cali Swag District,Yung Joc,60.0
Cali Swag District,Shop Boyz,52.0
Cali Swag District,T-Wayne,26.0
Cali Swag District,Bobby Brackins,26.0
Cam Meekins,Moosh & Twist,47.5
Cam Meekins,The Dean's List,42.0
Cam Meekins,Tayyib Ali,25.0
Cam Meekins,mike.,25.0
Cam Meekins,Luke Christopher,53.0
Cam Meekins,Radical Something,44.5
Cam Meekins,Skizzy Mars,55.5
Cam Meekins,Huey Mack,47.5
Cam Meekins,Chris Webby,25.0
Cam Meekins,Ground Up,25.0
Cam Meekins,YONAS,50.0
Cam Meekins,Aer,65.0
Cam Meekins,Hi-Rez,25.0
Cam Meekins,Hendersin,25.0
Cam Meekins,D-Why,25.0
Cam Meekins,Matt Easton,25.0
Cam Meekins,Ryan Caraveo,25.0
Cam Meekins,Upper West,25.0
Cam Meekins,Hoodie Allen,56.5
Cam Meekins,Dylan Owen,25.0
Camila Cabello,Fifth Harmony,44.0
Camila Cabello,Alessia Cara,44.0
Camila Cabello,ZAYN,44.0
Camila Cabello,Selena Gomez,44.0
Camila Cabello,Madison Beer,44.0
Camila Cabello,Zara Larsson,44.0
Camila Cabello,Lauren Jauregui,44.0
Camila Cabello,DNCE,44.0
Camila Cabello,Julia Michaels,44.0
Camila Cabello,Halsey,44.0
Camila Cabello,Liam Payne,44.0
Camila Cabello,Hailee Steinfeld,44.0
Camila Cabello,Demi Lovato,44.0
Camila Cabello,AJ Mitchell,44.0
Camila Cabello,Bea Miller,44.0
Camila Cabello,The Vamps,44.0
Camila Cabello,Rita Ora,44.0
Camila Cabello,Ava Max,44.0
Camila Cabello,Niall Horan,44.0
Camila Cabello,Why Don't We,44.0
Camp Lo,Johnny Foreigner,27.5
Camp Lo,Tokyo Police Club,27.5
Camp Lo,Voxtrot,27.5
Camp Lo,Slow Club,27.5
Camp Lo,Japandroids,27.5
Camp Lo,Stars,27.5
Camp Lo,Titus Andronicus,27.5
Camp Lo,The Front Bottoms,27.5
Camp Lo,James Marriott,27.5
Camp Lo,The Royston Club,27.5
Camp Lo,of Montreal,27.5
Camp Lo,AJJ,27.5
Camp Lo,Crywank,27.5
Camp Lo,The Cribs,27.5
Camp Lo,Toxxxic,27.5
Camp Lo,american poetry club,27.5
Camp Lo,The Go! Team,27.5
Camp Lo,Wolf Parade,27.5
Camp Lo,Bears In Trees,27.5
Camp Lo,Lincoln,27.5
Candlebox,Days Of The New,65.5
Candlebox,Mad Season,59.5
Candlebox,Seven Mary Three,29.0
Candlebox,Temple Of The Dog,63.0
Candlebox,Bush,29.0
Candlebox,Mother Love Bone,56.5
Candlebox,Local H,61.0
Candlebox,Stone Temple Pilots,68.0
Candlebox,Blind Melon,65.0
Candlebox,Jerry Cantrell,58.0
Candlebox,Sponge,58.5
Candlebox,Soundgarden,68.0
Candlebox,Screaming Trees,59.5
Candlebox,Alice In Chains,29.0
Candlebox,Jane's Addiction,63.0
Candlebox,Soul Asylum,59.5
Candlebox,Silverchair,29.0
Candlebox,Toadies,60.5
Candlebox,Chris Cornell,29.0
Candlebox,Collective Soul,29.0
Capone-N-Noreaga,Cormega,48.5
Capone-N-Noreaga,AZ,63.5
Capone-N-Noreaga,Kool G Rap,49.0
Capone-N-Noreaga,Tragedy Khadafi,23.0
Capone-N-Noreaga,Inspectah Deck,59.5
Capone-N-Noreaga,Big Pun,56.5
Capone-N-Noreaga,Big Noyd,23.0
Capone-N-Noreaga,Keith Murray,51.5
Capone-N-Noreaga,Cappadonna,54.0
Capone-N-Noreaga,N.O.R.E.,23.0
Capone-N-Noreaga,M.O.P.,52.5
Capone-N-Noreaga,Lost Boyz,52.0
Capone-N-Noreaga,Infamous Mobb,23.0
Capone-N-Noreaga,Havoc,23.0
Capone-N-Noreaga,Black Rob,23.0
Capone-N-Noreaga,Heltah Skeltah,23.0
Capone-N-Noreaga,Group Home,23.0
Capone-N-Noreaga,Ras Kass,23.0
Capone-N-Noreaga,Sean Price,23.0
Capone-N-Noreaga,Canibus,23.0
Cappadonna,Inspectah Deck,67.5
Cappadonna,La The Darkman,29.0
Cappadonna,Sunz Of Man,29.0
Cappadonna,Killarmy,29.0
Cappadonna,Killah Priest,29.0
Cappadonna,U-God,61.0
Cappadonna,Masta Killa,61.5
Cappadonna,Shyheim,52.0
Cappadonna,Wu-Syndicate,29.0
Cappadonna,Gravediggaz,52.5
Cappadonna,Streetlife,29.0
Cappadonna,RZA,64.0
Cappadonna,Bronze Nazareth,29.0
Cappadonna,Hell Razah,29.0
Cappadonna,GZA,62.5
Cappadonna,Remedy,29.0
Cappadonna,9th Prince,29.0
Cappadonna,Wu Tang Killa Beez,29.0
Cappadonna,Shabazz the Disciple,29.0
Cappadonna,Ol' Dirty Bastard,64.0
Carlo Maria Giulini,Tullio Serafin,24.5
Carlo Maria Giulini,Claudio Abbado,59.0
Carlo Maria Giulini,Otto Klemperer,47.5
Carlo Maria Giulini,Christa Ludwig,44.0
Carlo Maria Giulini,Arturo Toscanini,41.5
Carlo Maria Giulini,Bruno Walter,44.0
Carlo Maria Giulini,Klaus Tennstedt,44.5
Carlo Maria Giulini,"Orchestra Del Teatro Alla Scala, Milano",24.5
Carlo Maria Giulini,Eberhard Waechter,24.5
Carlo Maria Giulini,Delia Wallis,24.5
Carlo Maria Giulini,Samuel Ramey,24.5
Carlo Maria Giulini,Günter Wand,46.0
Carlo Maria Giulini,Ruggero Raimondi,24.5
Carlo Maria Giulini,Elisabeth Schwarzkopf,45.5
Carlo Maria Giulini,Charles Münch,44.0
Carlo Maria Giulini,Wilhelm Furtwängler,46.0
Carlo Maria Giulini,Sergiu Celibidache,45.0
Carlo Maria Giulini,Riccardo Muti,57.5
Carlo Maria Giulini,Giuseppe Taddei,24.5
Carlo Maria Giulini,Shirley Verrett,24.5
Carlos Kleiber,Otto Klemperer,51.5
Carlos Kleiber,Claudio Abbado,65.0
Carlos Kleiber,Bruno Walter,48.0
Carlos Kleiber,Arturo Toscanini,45.5
Carlos Kleiber,Christian Thielemann,53.5
Carlos Kleiber,Mariss Jansons,57.0
Carlos Kleiber,Günter Wand,52.0
Carlos Kleiber,Gustavo Dudamel,29.5
Carlos Kleiber,Wilhelm Furtwängler,51.0
Carlos Kleiber,Lorin Maazel,60.5
Carlos Kleiber,Carlo Maria Giulini,56.0
Carlos Kleiber,Zubin Mehta,29.5
Carlos Kleiber,Sergiu Celibidache,51.0
Carlos Kleiber,Herbert von Karajan,65.5
Carlos Kleiber,Rudolf Kempe,48.0
Carlos Kleiber,Georges Prêtre,29.5
Carlos Kleiber,Klaus Tennstedt,50.5
Carlos Kleiber,George Szell,55.5
Carlos Kleiber,Charles Münch,48.0
Carlos Kleiber,Franz Welser-Möst,29.5
Casanova,Uncle Murda,27.0
Casanova,Don Q,27.0
Casanova,DJ Kay Slay,27.0
Casanova,Sheek Louch,27.0
Casanova,Maino,27.0
Casanova,Vado,27.0
Casanova,Juelz Santana,27.0
Casanova,The LOX,56.5
Casanova,Jim Jones,27.0
Casanova,Kiing Shooter,27.0
Casanova,Styles P,27.0
Casanova,Chinx,27.0
Casanova,Papoose,27.0
Casanova,Rowdy Rebel,60.0
Casanova,Jadakiss,27.0
Casanova,Nino Man,27.0
Casanova,Tsu Surf,27.0
Casanova,Funk Flex,56.0
Casanova,Beanie Sigel,27.0
Casanova,Troy Ave,27.0
Cathy Dennis,Taylor Dayne,21.0
Cathy Dennis,Martika,21.0
Cathy Dennis,Exposé,21.0
Cathy Dennis,Paula Abdul,21.0
Cathy Dennis,Mel & Kim,21.0
Cathy Dennis,Betty Boo,21.0
Cathy Dennis,Black Box,50.5
Cathy Dennis,Jody Watley,21.0
Cathy Dennis,Debbie Gibson,21.0
Cathy Dennis,Five Star,21.0
Cathy Dennis,Sinitta,21.0
Cathy Dennis,Sheena Easton,21.0
Cathy Dennis,Nu Shooz,21.0
Cathy Dennis,Samantha Fox,21.0
Cathy Dennis,Lonnie Gordon,21.0
Cathy Dennis,Bananarama,52.0
Cathy Dennis,C & C Music Factory,52.5
Cathy Dennis,Seduction,21.0
Cathy Dennis,CeCe Peniston,50.5
Cathy Dennis,Hazell Dean,21.0
CeCe Peniston,Black Box,57.0
CeCe Peniston,Sybil,27.5
CeCe Peniston,Crystal Waters,62.0
CeCe Peniston,C & C Music Factory,58.0
CeCe Peniston,Cathy Dennis,50.5
CeCe Peniston,Jody Watley,27.5
CeCe Peniston,Ultra Naté,55.5
CeCe Peniston,Robin S,27.5
CeCe Peniston,Inner City,54.0
CeCe Peniston,Soul II Soul,56.0
CeCe Peniston,Adeva,27.5
CeCe Peniston,Pebbles,27.5
CeCe Peniston,Karyn White,27.5
CeCe Peniston,Shanice,27.5
CeCe Peniston,Deee-Lite,27.5
CeCe Peniston,Deborah Cox,27.5
CeCe Peniston,Zhané,27.5
CeCe Peniston,Stephanie Mills,27.5
CeCe Peniston,En Vogue,27.5
CeCe Peniston,M People,27.5
Chancellor,Jooyoung,54.0
Chancellor,Hoody,57.5
Chancellor,BUMKEY,52.0
Chancellor,jeebanoff,52.0
Chancellor,LambC,51.0
Chancellor,SAAY,51.5
Chancellor,Yang Da Il,50.5
Chancellor,SURAN,57.0
Chancellor,Crush,61.5
Chancellor,WOOGIE,49.0
Chancellor,Gaeko,56.5
Chancellor,PENOMECO,55.0
Chancellor,CRUCiAL STAR,50.5
Chancellor,Woodie Gochild,53.5
Chancellor,Babylon,26.5
Chancellor,GRAY,68.5
Chancellor,SOLE,26.5
Chancellor,THAMA,26.5
Chancellor,GSoul,26.5
Chancellor,Jiselle,26.5
Charles Münch,Otto Klemperer,40.5
Charles Münch,Rudolf Kempe,34.0
Charles Münch,Günter Wand,38.0
Charles Münch,Bruno Walter,37.0
Charles Münch,Erich Leinsdorf,38.5
Charles Münch,Jean Martinon,32.0
Charles Münch,Arturo Toscanini,34.5
Charles Münch,Pierre Monteux,35.0
Charles Münch,Klaus Tennstedt,36.5
Charles Münch,George Szell,44.5
Charles Münch,Sergiu Celibidache,37.0
Charles Münch,Claudio Abbado,51.0
Charles Münch,Sir John Barbirolli,45.0
Charles Münch,Evgeny Mravinsky,31.0
Charles Münch,Carlo Maria Giulini,44.0
Charles Münch,Seiji Ozawa,16.5
Charles Münch,André Cluytens,34.5
Charles Münch,Fritz Reiner,40.5
Charles Münch,Iván Fischer,44.0
Charles Münch,Wilhelm Furtwängler,38.0
Charlie Hunter,Charlie Hunter Trio,23.5
Charlie Hunter,Stanton Moore,41.0
Charlie Hunter,Medeski Scofield Martin & Wood,40.5
Charlie Hunter,"Medeski, Martin & Wood",47.5
Charlie Hunter,John Scofield,23.5
Charlie Hunter,Robert Walter,41.0
Charlie Hunter,Soulive,45.0
Charlie Hunter,Karl Denson,44.5
Charlie Hunter,The Greyboy Allstars,45.0
Charlie Hunter,The John Scofield Band,23.5
Charlie Hunter,Garage A Trois,23.5
Charlie Hunter,Galactic,48.0
Charlie Hunter,Delvon Lamarr Organ Trio,23.5
Charlie Hunter,Lettuce,50.0
Charlie Hunter,The Bad Plus,23.5
Charlie Hunter,Kurt Rosenwinkel,23.5
Charlie Hunter,Bill Frisell,23.5
Charlie Hunter,Eric Krasno,23.5
Charlie Hunter,Oz Noy,23.5
Charlie Hunter,The New Mastersounds,49.0
Charlie Puth,DNCE,42.5
Charlie Puth,MAX,42.5
Charlie Puth,Nick Jonas,42.5
Charlie Puth,ZAYN,42.5
Charlie Puth,Austin Mahone,42.5
Charlie Puth,Liam Payne,42.5
Charlie Puth,Bazzi,42.5
Charlie Puth,The Vamps,42.5
Charlie Puth,Fifth Harmony,42.5
Charlie Puth,Zara Larsson,42.5
Charlie Puth,Alessia Cara,42.5
Charlie Puth,Why Don't We,42.5
Charlie Puth,Hailee Steinfeld,42.5
Charlie Puth,Anne-Marie,42.5
Charlie Puth,Rita Ora,42.5
Charlie Puth,Camila Cabello,89.5
Charlie Puth,Troye Sivan,42.5
Charlie Puth,HRVY,42.5
Charlie Puth,AJ Mitchell,42.5
Charlie Puth,Jonas Brothers,42.5
Cher,Christina Milian,38.5
Cher,Nivea,38.5
Cher,Tiffany Evans,38.5
Cher,Danity Kane,38.5
Cher,Paula DeAnda,38.5
Cher,Cassie,38.5
Cher,Teairra Marí,38.5
Cher,Keri Hilson,38.5
Cher,Tynisha Keli,38.5
Cher,Brooke Valentine,38.5
Cher,Blaque,38.5
Cher,LeToya,38.5
Cher,Mýa,38.5
Cher,Kelly Rowland,38.5
Cher,Amerie,38.5
Cher,3LW,38.5
Cher,Mila J,38.5
Cher,Melanie Fiona,38.5
Cher,Dondria,38.5
Cher,Trina,38.5
Cheryl Studer,Samuel Ramey,18.0
Cheryl Studer,Leonie Rysanek,18.0
Cheryl Studer,Agnes Baltsa,18.0
Cheryl Studer,Christa Ludwig,38.5
Cheryl Studer,Katia Ricciarelli,18.0
Cheryl Studer,Shirley Verrett,18.0
Cheryl Studer,Gundula Janowitz,42.5
Cheryl Studer,Diana Damrau,18.0
Cheryl Studer,Dame Joan Sutherland,18.0
Cheryl Studer,Riccardo Muti,49.0
Cheryl Studer,Margaret Price,18.0
Cheryl Studer,Lucia Popp,41.0
Cheryl Studer,Julia Varady,18.0
Cheryl Studer,Mirella Freni,18.0
Cheryl Studer,Renata Scotto,18.0
Cheryl Studer,Renata Tebaldi,40.5
Cheryl Studer,"Chorus of the Royal Opera House, Covent Garden",18.0
Cheryl Studer,"Orchestra Del Teatro Alla Scala, Milano",18.0
Cheryl Studer,Birgit Nilsson,38.5
Cheryl Studer,Piero Cappuccilli,18.0
Chicago Symphony Orchestra,New York Philharmonic,62.5
Chicago Symphony Orchestra,Boston Symphony Orchestra,59.5
Chicago Symphony Orchestra,Philharmonia Orchestra,61.5
Chicago Symphony Orchestra,San Francisco Symphony,57.0
Chicago Symphony Orchestra,Staatskapelle Dresden,55.0
Chicago Symphony Orchestra,Philadelphia Orchestra,59.5
Chicago Symphony Orchestra,Czech Philharmonic Orchestra,54.0
Chicago Symphony Orchestra,BBC Symphony Orchestra,56.0
Chicago Symphony Orchestra,Royal Concertgebouw Orchestra,57.5
Chicago Symphony Orchestra,Sir Simon Rattle,61.5
Chicago Symphony Orchestra,Leopold Stokowski,54.5
Chicago Symphony Orchestra,London Symphony Orchestra,69.5
Chicago Symphony Orchestra,Bavarian Radio Symphony Orchestra,58.0
Chicago Symphony Orchestra,City Of Birmingham Symphony Orchestra,55.0
Chicago Symphony Orchestra,Wiener Philharmoniker,64.0
Chicago Symphony Orchestra,Gewandhausorchester Leipzig,56.0
Chicago Symphony Orchestra,Claudio Abbado,61.5
Chicago Symphony Orchestra,Gothenburg Symphony Orchestra,56.0
Chicago Symphony Orchestra,Fritz Reiner,49.0
Chicago Symphony Orchestra,George Szell,53.0
Chiddy Bang,Shwayze,58.5
Chiddy Bang,Asher Roth,28.0
Chiddy Bang,Hoodie Allen,60.5
Chiddy Bang,Sammy Adams,58.5
Chiddy Bang,The Dean's List,46.0
Chiddy Bang,Lupe Fiasco,28.0
Chiddy Bang,E-Dubble,28.0
Chiddy Bang,WZRD,28.0
Chiddy Bang,Chris Webby,28.0
Chiddy Bang,Aer,68.0
Chiddy Bang,Cam Meekins,55.0
Chiddy Bang,Spose,28.0
Chiddy Bang,Mike Posner,66.0
Chiddy Bang,Radical Something,48.5
Chiddy Bang,YONAS,54.0
Chiddy Bang,Moosh & Twist,51.5
Chiddy Bang,Gym Class Heroes,28.0
Chiddy Bang,Sol,28.0
Chiddy Bang,B.o.B,28.0
Chiddy Bang,Macklemore,28.0
Chingy,Petey Pablo,31.5
Chingy,Ying Yang Twins,65.5
Chingy,MiMS,58.0
Chingy,Dem Franchize Boyz,60.5
Chingy,Jermaine Dupri,31.5
Chingy,Yung Joc,67.5
Chingy,David Banner,67.0
Chingy,Baby Bash,70.5
Chingy,Trick Daddy,67.5
Chingy,J-Kwon,31.5
Chingy,Youngbloodz,31.5
Chingy,Bow Wow,64.5
Chingy,Lil Scrappy,62.5
Chingy,Mike Jones,31.5
Chingy,Murphy Lee,31.5
Chingy,Lil Jon & The East Side Boyz,65.5
Chingy,Big Tymers,31.5
Chingy,Hurricane Chris,56.5
Chingy,Twista,68.0
Chingy,Bubba Sparxxx,31.5
Chocolat,George McCrae,30.5
Chocolat,The Trammps,30.5
Chocolat,The Real Thing,30.5
Chocolat,Tavares,30.5
Chocolat,Odyssey,30.5
Chocolat,The Three Degrees,30.5
Chocolat,Sister Sledge,30.5
Chocolat,Leo Sayer,30.5
Chocolat,KC & The Sunshine Band,30.5
Chocolat,Rose Royce,30.5
Chocolat,CHIC,30.5
Chocolat,The Rubettes,30.5
Chocolat,Dan Hartman,30.5
Chocolat,Bay City Rollers,30.5
Chocolat,Showaddywaddy,30.5
Chocolat,David Essex,30.5
Chocolat,Racey,30.5
Chocolat,The Pointer Sisters,30.5
Chocolat,Womack & Womack,30.5
Chocolat,The New Seekers,30.5
Chris Robinson,The Magpie Salute,35.0
Chris Robinson,Hard Working Americans,35.5
Chris Robinson,Rich Robinson,36.0
Chris Robinson,Chris Robinson,39.0
Chris Robinson,Trigger Hippy,35.0
Chris Robinson,Warren Haynes,43.0
Chris Robinson,North Mississippi Allstars,45.0
Chris Robinson,Bob Weir,42.5
Chris Robinson,Gov't Mule,18.5
Chris Robinson,Anders Osborne,43.5
Chris Robinson,Widespread Panic,46.0
Chris Robinson,Marc Ford,29.5
Chris Robinson,Assembly of Dust,36.0
Chris Robinson,The Derek Trucks Band,43.0
Chris Robinson,JJ Grey & Mofro,47.0
Chris Robinson,Jackie Greene,40.5
Chris Robinson,moe.,49.0
Chris Robinson,Gregg Allman,44.5
Chris Robinson,Chris Robinson & The New Earth Mud,30.0
